contest_key,date,title,location_str,city,state,state_full,prize,cbj_percentage,is_championship,is_standard,url
11,2013-07-19,Sam's Club National BBQ Tour,"Des Moines, IA",Des Moines,IA,Iowa,10000.0,100.0,False,True,http://www.kcbs.us/event/4228/sams-club-national-bbq-tour
12,2013-07-19,Que & Cruz,"Louisa, VA",Louisa,VA,Virginia,8800.0,100.0,True,True,http://www.kcbs.us/event/4021/que-cruz
13,2013-07-19,Smokin' on the River,"Glasgow, MO",Glasgow,MO,Missouri,5000.0,100.0,True,True,http://www.kcbs.us/event/4088/smokin-on-the-river
14,2013-07-19,Smokin the Valley Blueberry Festival and Bar-B-Que Cook-Off,"Unicoi, TN",Unicoi,TN,Tennessee,6700.0,100.0,False,False,http://www.kcbs.us/event/3906/smokin-the-valley-blueberry-festival-and-bar-b-que-cook-off
15,2013-07-20,Wakefield Rotary Campus CookOff & State BBQ Championships,"Kingston, RI",Kingston,RI,Rhode Island,4400.0,100.0,True,True,http://www.kcbs.us/event/3987/wakefield-rotary-campus-cookoff-state-bbq-championships
16,2013-07-20,Kla Ha Ya Days Barbeque Championship,"Snohomish, WA",Snohomish,WA,Washington,7500.0,,True,True,http://www.kcbs.us/event/4311/kla-ha-ya-days-barbeque-championship
17,2013-07-20,Smokin' For Gold,"Placerville, CA",Placerville,CA,California,5000.0,,True,True,http://www.kcbs.us/event/4360/smokin-for-gold
18,2013-07-26,The Harpoon Championships of New England BBQ,"Windsor, VT",Windsor,VT,Vermont,6000.0,100.0,True,False,http://www.kcbs.us/event/4067/the-harpoon-championships-of-new-england-bbq
19,2013-07-26,Morton BBQ Throwdown (TEAMS & JUDGES FULL - May email to be put on waitlist),"Morton, IL",Morton,IL,Illinois,8625.0,100.0,True,False,http://www.kcbs.us/event/4064/morton-bbq-throwdown-teams-judges-full---may-email-to-be-put-on-waitlist
20,2013-07-26,Racing For The BBQ,"Lee's Summit, MO",Lee's Summit,MO,Missouri,4600.0,100.0,True,True,http://www.kcbs.us/event/4249/racing-for-the-bbq
21,2013-07-26,The Great American Cookoff,"Woodlake, CA",Woodlake,CA,California,30000.0,66.0,True,False,http://www.kcbs.us/event/4417/the-great-american-cookoff
22,2013-07-26,Dodge City Days Barbeque Cook-off,"Dodge City, KS",Dodge City,KS,Kansas,7750.0,100.0,True,False,http://www.kcbs.us/event/4118/dodge-city-days-barbeque-cook-off
23,2013-07-26,Bluemont BBQ Bash & Blackberry Bonanza,"Bluemont, VA",Bluemont,VA,Virginia,5000.0,100.0,True,False,http://www.kcbs.us/event/4167/bluemont-bbq-bash-blackberry-bonanza
24,2013-07-26,WNC Barbeque Festival,"Maggie Valley, NC",Maggie Valley,NC,North Carolina,10200.0,100.0,True,False,http://www.kcbs.us/event/3752/wnc-barbeque-festival
25,2013-07-26,Siskiyou Beef Country Cook-Off,"Montague, CA",Montague,CA,California,8000.0,,True,True,http://www.kcbs.us/event/3934/siskiyou-beef-country-cook-off
26,2013-07-26,Foothills Country Fair BBQ Bash,"Cleveland, TN",Cleveland,TN,Tennessee,15000.0,100.0,True,False,http://www.kcbs.us/event/3831/foothills-country-fair-bbq-bash
27,2013-07-26,Up in Smoke BBQ Bash,"Mason City, IA",Mason City,IA,Iowa,12175.0,100.0,True,False,http://www.kcbs.us/event/3901/up-in-smoke-bbq-bash
28,2013-08-01,Wheels 'N' Squeels BBQ Challenge,"Olathe, KS",Olathe,KS,Kansas,8450.0,98.0,True,False,http://www.kcbs.us/event/3994/wheels-n-squeels-bbq-challenge
29,2013-08-02,5th Annual Vista Smokin' Q Classic,"Vista, CA",Vista,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/4065/5th-annual-vista-smokin-q-classic
30,2013-08-02,Dillard Bluegrass & Barbeque Festival (GBC Qualifier),"Dillard, GA",Dillard,GA,Georgia,9600.0,100.0,True,False,http://www.kcbs.us/event/4166/dillard-bluegrass-barbeque-festival-gbc-qualifier
31,2013-08-02,Smokin on Route 66,"Miami, OK",Miami,OK,Oklahoma,3800.0,100.0,True,True,http://www.kcbs.us/event/4407/smokin-on-route-66
32,2013-08-02,Laurie Hillbilly BBQ,"Laurie, MO",Laurie,MO,Missouri,7125.0,81.0,True,False,http://www.kcbs.us/event/3842/laurie-hillbilly-bbq
33,2013-08-02,Great Northern Barbeque,"Brainerd, MN",Brainerd,MN,Minnesota,8913.0,75.0,True,True,http://www.kcbs.us/event/4412/great-northern-barbeque
34,2013-08-02,United Wireless / Five State Fair BBQ,"Liberal, KS",Liberal,KS,Kansas,5520.0,100.0,True,True,http://www.kcbs.us/event/3937/united-wireless-five-state-fair-bbq
35,2013-08-02,Rossville Tall Corn BBQ Contest,"Rossville, KS",Rossville,KS,Kansas,3000.0,96.0,True,True,http://www.kcbs.us/event/4452/rossville-tall-corn-bbq-contest
36,2013-08-02,Sam's Club National BBQ Tour (Regional),"Rockford, IL",Rockford,IL,Illinois,20000.0,,False,True,http://www.kcbs.us/event/4229/sams-club-national-bbq-tour-regional
37,2013-08-09,Med City BBQ & Musicfest,"Rochester, MN",Rochester,MN,Minnesota,10000.0,100.0,True,True,http://www.kcbs.us/event/4196/med-city-bbq-musicfest
38,2013-08-09,Smokin' in McMinnville,"McMinnville, TN",McMinnville,TN,Tennessee,12000.0,100.0,True,False,http://www.kcbs.us/event/4097/smokin-in-mcminnville
39,2013-08-09,Dam Good BBQ Championship,"Newaygo, MI",Newaygo,MI,Michigan,7500.0,100.0,False,True,http://www.kcbs.us/event/4337/dam-good-bbq-championship
40,2013-08-09,12th Annual Maryland State BBQ Bash,"Bel Air, MD",Bel Air,MD,Maryland,12500.0,100.0,True,False,http://www.kcbs.us/event/4282/12th-annual-maryland-state-bbq-bash
41,2013-08-09,"CASA's Grab, Root and Growl BBQ Competition","Woodward, OK",Woodward,OK,Oklahoma,10000.0,82.0,True,True,http://www.kcbs.us/event/3999/casas-grab-root-and-growl-bbq-competition
42,2013-08-09,Cass County,"Weeping Water, NE",Weeping Water,NE,Nebraska,10200.0,100.0,True,False,http://www.kcbs.us/event/4126/cass-county
43,2013-08-09,Smokin' Eagles International BBQ Festival,"N. Tonawanda, NY",N. Tonawanda,NY,New York,4000.0,100.0,True,False,http://www.kcbs.us/event/4371/smokin-eagles-international-bbq-festival
44,2013-08-09,Smokin' on the Prairie,"Gillette, WY",Gillette,WY,Wyoming,9900.0,100.0,True,True,http://www.kcbs.us/event/4165/smokin-on-the-prairie
45,2013-08-09,Mountain High BBQ Festival & Car Show,"Franklin, NC",Franklin,NC,North Carolina,11250.0,100.0,True,False,http://www.kcbs.us/event/4252/mountain-high-bbq-festival-car-show
46,2013-08-09,Brentwood Cook Off and Car Show,"Brentwood, CA",Brentwood,CA,California,4000.0,,True,False,http://www.kcbs.us/event/4398/brentwood-cook-off-and-car-show
47,2013-08-09,Sam's Club National BBQ Tour,"Medford, NY",Medford,NY,New York,10000.0,100.0,False,True,http://www.kcbs.us/event/4220/sams-club-national-bbq-tour
48,2013-08-14,Montana State BBQ Championships at Montana Fair,"Billings, MT",Billings,MT,Montana,7500.0,100.0,True,True,http://www.kcbs.us/event/4283/montana-state-bbq-championships-at-montana-fair
49,2013-08-16,BBQ and Fly In on the River,"Excelsior Springs, MO",Excelsior Springs,MO,Missouri,10000.0,,True,False,http://www.kcbs.us/event/4281/bbq-and-fly-in-on-the-river
50,2013-08-16,Conifer Mountain BBQ Challenge,"Conifer, CO",Conifer,CO,Colorado,10000.0,100.0,True,True,http://www.kcbs.us/event/3888/conifer-mountain-bbq-challenge
51,2013-08-16,Hudson Valley Ribfest,"New Paltz, NY",New Paltz,NY,New York,8500.0,100.0,True,False,http://www.kcbs.us/event/4042/hudson-valley-ribfest
52,2013-08-16,21st Annual State Barbeque Championship of Nebraska,"LaPlatte, NE",LaPlatte,NE,Nebraska,7900.0,100.0,True,False,http://www.kcbs.us/event/3909/21st-annual-state-barbeque-championship-of-nebraska
53,2013-08-16,Stand By Your Grill,"Fulton, MS",Fulton,MS,Mississippi,10000.0,100.0,True,False,http://www.kcbs.us/event/4074/stand-by-your-grill
54,2013-08-16,Madison Ribberfest: Barbeque & Blues,"Madison, IN",Madison,IN,Indiana,12635.0,97.0,True,False,http://www.kcbs.us/event/4256/madison-ribberfest-barbeque-blues
55,2013-08-16,Sam's Club National BBQ Tour,"Laurel, MD",Laurel,MD,Maryland,10000.0,100.0,False,True,http://www.kcbs.us/event/4221/sams-club-national-bbq-tour
56,2013-08-16,9th Annual Pepsi Wyoming State BBQ & Bluegrass Festival,"Worland, WY",Worland,WY,Wyoming,6975.0,100.0,True,False,http://www.kcbs.us/event/3896/9th-annual-pepsi-wyoming-state-bbq-bluegrass-festival
57,2013-08-16,Smokefest,"Marshall, MN",Marshall,MN,Minnesota,10010.0,95.0,True,False,http://www.kcbs.us/event/4234/smokefest
58,2013-08-16,"Ribs, Pigs & Watermelons","Huntington State Beach, CA",Huntington State Beach,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/3985/ribs-pigs-watermelons
59,2013-08-16,Classic City BBQ Fest & Tailgate Show (GBC Qualifier),"Athens, GA",Athens,GA,Georgia,10000.0,100.0,True,False,http://www.kcbs.us/event/3980/classic-city-bbq-fest-tailgate-show-gbc-qualifier
60,2013-08-16,Lynch Livestock Pig Stampede,"Waucoma, IA",Waucoma,IA,Iowa,7500.0,90.0,True,False,http://www.kcbs.us/event/4424/lynch-livestock-pig-stampede
61,2013-08-17,I Grill Because I CARE (Competitor's Series),"New Hope, AL",New Hope,AL,Alabama,0.0,100.0,False,True,http://www.kcbs.us/event/4455/i-grill-because-i-care-competitors-series
62,2013-08-17,BBQ at the Races Kansas Speedway,"Kansas City, KS",Kansas City,KS,Kansas,6220.0,100.0,True,True,http://www.kcbs.us/event/4386/bbq-at-the-races-kansas-speedway
63,2013-08-17,Winnipeg Barbeque And Blues Festival,"Winnipeg, Manitoba, CA",Winnipeg,CA,California,10000.0,100.0,False,True,http://www.kcbs.us/event/4289/winnipeg-barbeque-and-blues-festival
64,2013-08-23,Flinthills Beef Fest BBQ,"Emporia, KS",Emporia,KS,Kansas,6000.0,100.0,True,False,http://www.kcbs.us/event/4091/flinthills-beef-fest-bbq
65,2013-08-23,Nevada Kiwanis BBQ Contest,"Nevada, IA",Nevada,IA,Iowa,5230.0,100.0,True,True,http://www.kcbs.us/event/4092/nevada-kiwanis-bbq-contest
66,2013-08-23,Smokin' on the Water,"Lakeport, CA",Lakeport,CA,California,8500.0,,True,True,http://www.kcbs.us/event/4116/smokin-on-the-water
67,2013-08-23,Sam's Club National BBQ Tour,"Richmond, VA",Richmond,VA,Virginia,10000.0,,False,True,http://www.kcbs.us/event/4222/sams-club-national-bbq-tour
68,2013-08-23,Holy Smoke BBQ Contest,"Liberty, MO",Liberty,MO,Missouri,3100.0,100.0,False,True,http://www.kcbs.us/event/4080/holy-smoke-bbq-contest
69,2013-08-23,Music City Festival & BBQ Championship,"Nashville, TN",Nashville,TN,Tennessee,8500.0,100.0,True,False,http://www.kcbs.us/event/4122/music-city-festival-bbq-championship
70,2013-08-23,Up In Smoke on the Square,"Lincoln, IL",Lincoln,IL,Illinois,15000.0,100.0,True,True,http://www.kcbs.us/event/3890/up-in-smoke-on-the-square
71,2013-08-23,Grill Games,"Kenosha, WI",Kenosha,WI,Wisconsin,9000.0,87.0,True,False,http://www.kcbs.us/event/4164/grill-games
72,2013-08-23,Pigs and Peaches BBQ Festival (GBC Qualifier),"Kennesaw, GA",Kennesaw,GA,Georgia,8550.0,100.0,True,False,http://www.kcbs.us/event/3935/pigs-and-peaches-bbq-festival-gbc-qualifier
73,2013-08-23,Benton County Fair BBQ Contest,"Ashland, MS",Ashland,MS,Mississippi,6550.0,100.0,True,False,http://www.kcbs.us/event/4261/benton-county-fair-bbq-contest
74,2013-08-23,Death's Door Barbecue,"Washington Island, WI",Washington Island,WI,Wisconsin,7500.0,100.0,True,False,http://www.kcbs.us/event/3875/deaths-door-barbecue
75,2013-08-23,Bootleggin' BBQ,"Garden City, CO",Garden City,CO,Colorado,7500.0,100.0,True,True,http://www.kcbs.us/event/4413/bootleggin-bbq
76,2013-08-23,"Blues, Brews & Barbecues","Birch Run, MI",Birch Run,MI,Michigan,10000.0,100.0,True,True,http://www.kcbs.us/event/3955/blues-brews-barbecues
77,2013-08-23,Wild West BBQ Shoot Out,"Wendover, NV",Wendover,NV,Nevada,25000.0,60.0,True,True,http://www.kcbs.us/event/4382/wild-west-bbq-shoot-out
78,2013-08-23,"1st Annual Hill City Wine, Brew & BBQ","Hill City, SD",Hill City,SD,South Dakota,10000.0,100.0,True,True,http://www.kcbs.us/event/4373/1st-annual-hill-city-wine-brew-bbq
79,2013-08-23,Great Southern Tailgate Cook-off,"Amelia Island, FL",Amelia Island,FL,Florida,16200.0,100.0,True,False,http://www.kcbs.us/event/3991/great-southern-tailgate-cook-off
80,2013-08-23,Cape Jaycees BBQ Fest,"Cape Girardeau, MO",Cape Girardeau,MO,Missouri,6000.0,,True,True,http://www.kcbs.us/event/4344/cape-jaycees-bbq-fest
81,2013-08-23,New Holland Summer Fest,"New Holland, PA",New Holland,PA,Pennsylvania,10400.0,100.0,True,False,http://www.kcbs.us/event/3881/new-holland-summer-fest
82,2013-08-23,Smokin' on Oak,"Bonner Springs, KS",Bonner Springs,KS,Kansas,3500.0,100.0,True,True,http://www.kcbs.us/event/4293/smokin-on-oak
83,2013-08-23,6th Annual Big Island BBQ,"Albert Lea, MN",Albert Lea,MN,Minnesota,14180.0,100.0,True,False,http://www.kcbs.us/event/4023/6th-annual-big-island-bbq
84,2013-08-23,Sooie't Relief BBQ Benefit,"Greer, SC",Greer,SC,South Carolina,6900.0,100.0,True,True,http://www.kcbs.us/event/4160/sooiet-relief-bbq-benefit
85,2013-08-23,When Pigs Fly BBQ Contest & Fly In,"McPherson, KS",McPherson,KS,Kansas,6000.0,93.0,True,True,http://www.kcbs.us/event/3925/when-pigs-fly-bbq-contest-fly-in
86,2013-08-23,East Central State BBQ Cook-Off Paola Roots Festival,"Paola, KS",Paola,KS,Kansas,5530.0,88.0,True,False,http://www.kcbs.us/event/4245/east-central-state-bbq-cook-off-paola-roots-festival
87,2013-08-23,Roast n' Boast,"Columbus, MS",Columbus,MS,Mississippi,9000.0,83.0,True,False,http://www.kcbs.us/event/4251/roast-n-boast
88,2013-08-23,4th Annual Golden Acorn Casino BBQ Championship,"Campo, CA",Campo,CA,California,5000.0,100.0,True,True,http://www.kcbs.us/event/4162/4th-annual-golden-acorn-casino-bbq-championship
89,2013-08-23,Blue Ridge BBQ and Music Festival,"Harrisonburg, VA",Harrisonburg,VA,Virginia,6000.0,100.0,True,True,http://www.kcbs.us/event/4292/blue-ridge-bbq-and-music-festival
90,2013-08-30,Smokin' Brew BBQ,"Parker, CO",Parker,CO,Colorado,8500.0,100.0,True,False,http://www.kcbs.us/event/4238/smokin-brew-bbq
91,2013-08-30,Four State BBQ Championship Presented by Downstream Casino,"Quapaw, OK",Quapaw,OK,Oklahoma,10300.0,100.0,True,True,http://www.kcbs.us/event/4194/four-state-bbq-championship-presented-by-downstream-casino
92,2013-08-30,3rd Annual Smokin' In The Bogs,"Warrens, WI",Warrens,WI,Wisconsin,4450.0,77.0,True,False,http://www.kcbs.us/event/4257/3rd-annual-smokin-in-the-bogs
93,2013-08-31,"Blues, Views and BBQ (Competitor's Series)","Westport, CT",Westport,CT,Connecticut,0.0,100.0,True,False,http://www.kcbs.us/event/4415/blues-views-and-bbq-competitors-series
94,2013-08-31,Thunder in the Park,"Connersville, IN",Connersville,IN,Indiana,5000.0,100.0,True,False,http://www.kcbs.us/event/3951/thunder-in-the-park
95,2013-08-31,Septemberfest BBQ & Ribeye Steak Cookoff Challenge,"Omaha, NE",Omaha,NE,Nebraska,7000.0,100.0,True,False,http://www.kcbs.us/event/4036/septemberfest-bbq-ribeye-steak-cookoff-challenge
96,2013-08-31,City of Bedford Blues & BBQ Festival,"Bedford, TX",Bedford,TX,Texas,8200.0,94.0,True,False,http://www.kcbs.us/event/4235/city-of-bedford-blues-bbq-festival
97,2013-08-31,Smokin in Mesquite BBQ Championship,"Mesquite, NV",Mesquite,NV,Nevada,40000.0,,True,True,http://www.kcbs.us/event/4093/smokin-in-mesquite-bbq-championship
98,2013-08-31,BBQ on the Bow,"Calgary, Alberta, Ca",Calgary,CA,California,8200.0,100.0,False,False,http://www.kcbs.us/event/4350/bbq-on-the-bow
99,2013-09-06,National Bar-B-Que Derby,"Derby, KS",Derby,KS,Kansas,7500.0,83.0,False,False,http://www.kcbs.us/event/4364/national-bar-b-que-derby
100,2013-09-06,Sam's Club National BBQ Tour (Regional),"Chesapeake, VA",Chesapeake,VA,Virginia,20000.0,100.0,False,True,http://www.kcbs.us/event/4223/sams-club-national-bbq-tour-regional
101,2013-09-06,"San Luis Valley Beat the Heat Brews, Barbecue & Chili Challenge","Alamosa, CO",Alamosa,CO,Colorado,8775.0,100.0,True,False,http://www.kcbs.us/event/4280/san-luis-valley-beat-the-heat-brews-barbecue-chili-challenge
102,2013-09-06,Bands & BBQ at the Point,"Carrollton, KY",Carrollton,KY,Kentucky,7500.0,100.0,True,False,http://www.kcbs.us/event/4178/bands-bbq-at-the-point
103,2013-09-06,5th Annual Southern York County BBQ Cookoff,"York, PA",York,PA,Pennsylvania,5750.0,100.0,True,False,http://www.kcbs.us/event/4308/5th-annual-southern-york-county-bbq-cookoff
104,2013-09-06,Blue Springs Barbeque Blaze-Off,"Blue Springs, MO",Blue Springs,MO,Missouri,10000.0,91.0,True,False,http://www.kcbs.us/event/4353/blue-springs-barbeque-blaze-off
105,2013-09-06,Best of the West BBQ Fest,"Sheridan, WY",Sheridan,WY,Wyoming,4900.0,,False,True,http://www.kcbs.us/event/4425/best-of-the-west-bbq-fest
106,2013-09-06,Puckaway Pigfest,"Montello, WI",Montello,WI,Wisconsin,4010.0,100.0,True,True,http://www.kcbs.us/event/4068/puckaway-pigfest
107,2013-09-06,Cookeville Cookoff,"Cookeville, TN",Cookeville,TN,Tennessee,10100.0,100.0,True,False,http://www.kcbs.us/event/4110/cookeville-cookoff
108,2013-09-06,Smoke On The River,"Quincy, IL",Quincy,IL,Illinois,6500.0,100.0,True,True,http://www.kcbs.us/event/4061/smoke-on-the-river
109,2013-09-06,Showdown on the Plains BBQ Challenge & Air Show,"Scott City, KS",Scott City,KS,Kansas,7500.0,100.0,True,True,http://www.kcbs.us/event/3932/showdown-on-the-plains-bbq-challenge-air-show
110,2013-09-06,"Ribs, Rods & Rock 'n Roll","Vermillion, SD",Vermillion,SD,South Dakota,9000.0,100.0,True,True,http://www.kcbs.us/event/4013/ribs-rods-rock-n-roll
111,2013-09-06,Recovery Fest 2013,"Richmond, VA",Richmond,VA,Virginia,5000.0,100.0,True,True,http://www.kcbs.us/event/3915/recovery-fest-2013
112,2013-09-06,Pickin' in the Panhandle,"Inwood, WV",Inwood,WV,West Virginia,9400.0,100.0,True,False,http://www.kcbs.us/event/4011/pickin-in-the-panhandle
113,2013-09-07,Sky's the Limit BBQ Classic,"Garden City, KS",Garden City,KS,Kansas,7500.0,,True,True,http://www.kcbs.us/event/4040/skys-the-limit-bbq-classic
114,2013-09-07,"Red, White and Que","Cresskill, NJ",Cresskill,NJ,New Jersey,5000.0,,False,True,http://www.kcbs.us/event/4182/red-white-and-que
115,2013-09-13,RubStock BBQ Championship: A Groovin' Time in the Foothills,"Cameron Park, CA",Cameron Park,CA,California,5000.0,100.0,True,False,http://www.kcbs.us/event/4008/rubstock-bbq-championship-a-groovin-time-in-the-foothills
116,2013-09-13,International Goat Days Festival BBQ Bash,"Millington, TN",Millington,TN,Tennessee,7425.0,100.0,True,False,http://www.kcbs.us/event/4141/international-goat-days-festival-bbq-bash
117,2013-09-13,Atlanta BarB-Q Festival,"Atlanta, GA",Atlanta,GA,Georgia,10000.0,100.0,True,True,http://www.kcbs.us/event/4022/atlanta-barb-q-festival
118,2013-09-13,KTD Smokin' Gobbler Cook-off,"Worthington, MN",Worthington,MN,Minnesota,8200.0,100.0,True,False,http://www.kcbs.us/event/4031/ktd-smokin-gobbler-cook-off
119,2013-09-13,Jug Tavern Festival (GBC Qualifier),"Winder, GA",Winder,GA,Georgia,10000.0,100.0,True,True,http://www.kcbs.us/event/4037/jug-tavern-festival-gbc-qualifier
120,2013-09-13,Q the Lou,"Litchfield, IL",Litchfield,IL,Illinois,5050.0,,True,False,http://www.kcbs.us/event/4266/q-the-lou
121,2013-09-13,Silver Lake Apple BBQ Festival,"Mears, MI",Mears,MI,Michigan,7000.0,98.0,True,True,http://www.kcbs.us/event/3913/silver-lake-apple-bbq-festival
122,2013-09-13,Battle of the Brisket,"Mission, KS",Mission,KS,Kansas,4850.0,95.0,True,False,http://www.kcbs.us/event/4053/battle-of-the-brisket
123,2013-09-13,Colorado Pork & Hops Challenge,"Grand Junction, CO",Grand Junction,CO,Colorado,20500.0,,True,False,http://www.kcbs.us/event/3924/colorado-pork-hops-challenge
124,2013-09-13,Decatur Jaycees 19th Annual Riverfest,"Decatur, AL",Decatur,AL,Alabama,19000.0,,True,False,http://www.kcbs.us/event/3949/decatur-jaycees-19th-annual-riverfest
125,2013-09-13,Cherokee Strip Cook-Off,"Ponca City, OK",Ponca City,OK,Oklahoma,6450.0,100.0,True,False,http://www.kcbs.us/event/3862/cherokee-strip-cook-off
126,2013-09-13,Sam's Club National BBQ Tour (Regional),"Hendersonville, TN",Hendersonville,TN,Tennessee,20000.0,100.0,False,True,http://www.kcbs.us/event/4204/sams-club-national-bbq-tour-regional
127,2013-09-13,Black Dog Music and Que Festival,"Floyd, VA",Floyd,VA,Virginia,0.0,100.0,True,True,http://www.kcbs.us/event/4369/black-dog-music-and-que-festival
128,2013-09-13,5th Annual Hay Capital BBQ Cook Off,"Yates Center, KS",Yates Center,KS,Kansas,4500.0,,True,True,http://www.kcbs.us/event/3972/5th-annual-hay-capital-bbq-cook-off
129,2013-09-13,Leavenworth's Hog Wild West BBQ Contest,"Leavenworth, KS",Leavenworth,KS,Kansas,3300.0,78.0,True,True,http://www.kcbs.us/event/4428/leavenworths-hog-wild-west-bbq-contest
130,2013-09-13,Bucksaw Band & BBQ,"Clinton, MO",Clinton,MO,Missouri,6450.0,,True,False,http://www.kcbs.us/event/4395/bucksaw-band-bbq
131,2013-09-14,Harvard Fall Festival BBQ Contest,"Harvard, MA",Harvard,MA,Massachusetts,3800.0,100.0,True,False,http://www.kcbs.us/event/4107/harvard-fall-festival-bbq-contest
132,2013-09-19,Murphysboro Barbecue Cook-off,"Murphysboro, IL",Murphysboro,IL,Illinois,25000.0,100.0,True,True,http://www.kcbs.us/event/3954/murphysboro-barbecue-cook-off
133,2013-09-19,St. Leon BBQ Smokefest,"St. Leon, IN",St. Leon,IN,Indiana,2500.0,100.0,True,True,http://www.kcbs.us/event/4370/st-leon-bbq-smokefest
134,2013-09-20,Hogs & Hops Dover,"Dover, DE",Dover,DE,Delaware,3990.0,92.0,True,True,http://www.kcbs.us/event/4052/hogs-hops-dover
135,2013-09-20,Utah BBQ Festival,"Coalville, UT",Coalville,UT,Utah,15000.0,55.0,True,True,http://www.kcbs.us/event/4403/utah-bbq-festival
136,2013-09-20,Smokin' on the Track BBQ,"Shenandoah, VA",Shenandoah,VA,Virginia,4100.0,83.0,True,True,http://www.kcbs.us/event/4358/smokin-on-the-track-bbq
137,2013-09-20,Smokin' Aces BBQ Festival,"Tunica, MS",Tunica,MS,Mississippi,25000.0,100.0,True,False,http://www.kcbs.us/event/4486/smokin-aces-bbq-festival
138,2013-09-20,Tilley Harley-Davidson Biker Blues BBQ Rally and BBQ Classic,"Salisbury, NC",Salisbury,NC,North Carolina,13500.0,100.0,True,True,http://www.kcbs.us/event/3880/tilley-harley-davidson-biker-blues-bbq-rally-and-bbq-classic
139,2013-09-20,Bikes Blues & BBQ,"Fayetteville, AR",Fayetteville,AR,Arkansas,20000.0,100.0,True,True,http://www.kcbs.us/event/4316/bikes-blues-bbq
140,2013-09-20,Anne Springs Close Greenway BBQ & Bluegrass Festival (Competitor's Series),"Fort Mills, SC",Fort Mills,SC,South Carolina,5370.0,,False,False,http://www.kcbs.us/event/4446/anne-springs-close-greenway-bbq-bluegrass-festival-competitors-series
141,2013-09-20,"Bricks, Brons & BBQ","Russell, KS",Russell,KS,Kansas,4500.0,100.0,True,True,http://www.kcbs.us/event/4384/bricks-brons-bbq
142,2013-09-20,Kings of BBQ 2013,"Des Moines, IA",Des Moines,IA,Iowa,7500.0,100.0,True,True,http://www.kcbs.us/event/4304/kings-of-bbq-2013
143,2013-09-20,Oinktoberfest,"Clarence, NY",Clarence,NY,New York,15000.0,95.0,True,False,http://www.kcbs.us/event/4195/oinktoberfest
144,2013-09-20,Marshall County,"Plymouth, IN",Plymouth,IN,Indiana,7000.0,100.0,True,True,http://www.kcbs.us/event/4170/marshall-county
145,2013-09-20,Taste of Autumn BBQ Cook-off,"Spearfish, SD",Spearfish,SD,South Dakota,5000.0,100.0,True,True,http://www.kcbs.us/event/4191/taste-of-autumn-bbq-cook-off
146,2013-09-20,Jesse James Barbeque Cook Out,"Kearney, MO",Kearney,MO,Missouri,5025.0,95.0,True,False,http://www.kcbs.us/event/4232/jesse-james-barbeque-cook-out
147,2013-09-21,Telluride Barbeque Festival,"Telluride, CO",Telluride,CO,Colorado,8000.0,,True,True,http://www.kcbs.us/event/4071/telluride-barbeque-festival
148,2013-09-21,Que by the Sea,"Seaside Heights, NJ",Seaside Heights,NJ,New Jersey,11000.0,82.0,True,False,http://www.kcbs.us/event/4231/que-by-the-sea
149,2013-09-27,Sam's Club National BBQ Tour,"Overland Park, KS",Overland Park,KS,Kansas,10000.0,100.0,False,True,http://www.kcbs.us/event/4216/sams-club-national-bbq-tour
150,2013-09-27,Community Fisrt Bank BBQ Competition (TEAM SPOTS STILL AVAILABLE),"Appleton City, MO",Appleton City,MO,Missouri,4850.0,77.0,True,True,http://www.kcbs.us/event/4422/community-fisrt-bank-bbq-competition-team-spots-still-available
151,2013-09-27,Taste of Downtown Danville BBQ Competition,"Danville, IL",Danville,IL,Illinois,5500.0,75.0,True,False,http://www.kcbs.us/event/4120/taste-of-downtown-danville-bbq-competition
152,2013-09-27,Downtown Jonesboro BBQ Fest,"Jonesboro, AR",Jonesboro,AR,Arkansas,10000.0,96.0,True,True,http://www.kcbs.us/event/4108/downtown-jonesboro-bbq-fest
153,2013-09-27,Avi Resort & Casino Music Brews & BBQ Championship,"Laughlin, NV",Laughlin,NV,Nevada,10000.0,100.0,True,False,http://www.kcbs.us/event/4400/avi-resort-casino-music-brews-bbq-championship
154,2013-09-27,Jim Bowie BBQ Throwdown,"Vidalia, LA",Vidalia,LA,Louisiana,10000.0,100.0,True,True,http://www.kcbs.us/event/3974/jim-bowie-bbq-throwdown
155,2013-09-27,PorktoberQue,"Dothan, AL",Dothan,AL,Alabama,5000.0,,True,True,http://www.kcbs.us/event/3981/porktoberque
156,2013-09-27,Piggin' Around,"Woodbury, TN",Woodbury,TN,Tennessee,6800.0,100.0,False,False,http://www.kcbs.us/event/3998/piggin-around
157,2013-09-27,Shawnee Great Grillers State Championship,"Shawnee, KS",Shawnee,KS,Kansas,4625.0,98.0,True,False,http://www.kcbs.us/event/4318/shawnee-great-grillers-state-championship
158,2013-09-27,Ohio Veteran Battle of the Barbecue,"Xenia, OH",Xenia,OH,Ohio,5000.0,100.0,True,True,http://www.kcbs.us/event/4124/ohio-veteran-battle-of-the-barbecue
159,2013-09-27,Ak-Sar-Ben's River City Rodeo & Stock Show,"Omaha, NE",Omaha,NE,Nebraska,6900.0,100.0,True,False,http://www.kcbs.us/event/4248/ak-sar-bens-river-city-rodeo-stock-show
